,transcription,emotions,audio,label
5143,Okay. Sara what?,"{'Frustration': 0.75, 'Neutral': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F033.wav,Frustration
5144,"Sara Brown. Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.","{'Frustration': 0.5, 'Anger': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F034.wav,Frustration
5145,"What are you, what are you a police officer now? You know, like I'm done, I'm over it. Goodbye and I hope that you lose your job.","{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F035.wav,Frustration
5146,Hello. This is Viacom Services. How can I help you?,"{'Frustration': 0.2, 'Neutral': 0.6, 'Happiness': 0.2}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M000.wav,Neutral
5147,"I'm sorry ma'am, what can I help you with?","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M001.wav,Neutral
5148,Okay. Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M002.wav,Neutral
5149,Okay. And your name is?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M003.wav,Neutral
5150,Olivia. Um. Okay. So how long has this problem been?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M004.wav,Neutral
5151,So what exactly is the problem?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M005.wav,Neutral
5152,Um- I think part of it has to do with the network being down. It's been having some trouble the last few weeks--,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M006.wav,Neutral
5153,I understand--we're not-,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M007.wav,Neutral
5154,No. Okay. We're not charging you for any of these months. We're going to give you three months free.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M008.wav,Neutral
5155,We can give you a new phone--,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M009.wav,Neutral
5156,We can do that. We can do that. You just have to sign a one-year contract though with the--,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M010.wav,Neutral
5157,"Besides, it's sort of out of hands at the moment----The whole electrical power outage.","{'Frustration': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M011.wav,Frustration
5158,"Um- Let me connect you to my supervisor. Actually, he's out right now so I'm supervisor until he comes back. Um-","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M012.wav,Neutral
5159,"So you could----speak with me some more, you could call back later on maybe.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M013.wav,Neutral
5160,I didn't put you on hold.,"{'Frustration': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M014.wav,Frustration
5161,There are a lot of people calling us having problems. Every phone company is having the same problems ma'am,"{'Frustration': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M015.wav,Frustration
5162,"Mmm hmmm. Mmm hmmm. The power outages, everything, hurricane Katrina. Everything's really messed up.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M016.wav,Neutral
5163,don't you-,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M017.wav,Neutral
5164,I'm really sorry ma'am. There's not----a lot we can do for it.,"{'Neutral': 0.75, 'Sadness': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M018.wav,Neutral
5165,"What I can do for you, if you want to make a call right now I could contact you through our computer. I can call through my phone and you can speak through me.",{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M019.wav,Neutral
5166,I'm sorry it has to do with an electrical power outage and stuff--,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M020.wav,Neutral
5167,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M021.wav,Neutral
5168,"I'm, I'm sorry you chose to live there um--","{'Neutral': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M022.wav,Neutral
5169,Well I'm sure maybe there's a phone at work you could use.,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M023.wav,Neutral
5170,All right um--,"{'Neutral': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M024.wav,Neutral
5171,My name is Sara.,"{'Fear': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M025.wav,Neutral
5172,Sara Brown.,"{'Fear': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M026.wav,Neutral
5173,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M027.wav,Neutral
5175,Oh God I finally got...you know how long I've been waiting on line? You put on hold for like five hours. Geez.,"{'Frustration': 0.6, 'Sadness': 0.2, 'Anger': 0.2}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F001.wav,Frustration
5176,I've already been through this five times with these people. I've been calling every single day.,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F002.wav,Frustration
5177,Olivia Brown.,"{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F003.wav,Frustration
5178,Well my phone isn't working and it hasn't been working for the last five days.,"{'Anger': 0.5, 'Frustration': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F004.wav,Frustration
5179,"Yeah, yeah, yeah you better be sorry.","{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F005.wav,Anger
5180,No I did not drop my phone in water. I'm not five years old and just dropped my phone anywhere I see it. Okay this is my business.,"{'Anger': 0.5, 'Frustration': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F006.wav,Anger
5181,Okay? And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,"{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F007.wav,Frustration
5182,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--","{'Frustration': 0.5, 'Anger': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F008.wav,Frustration
5183,Yes the phone turns on. No I mean I'm using it not turning on the phone. Of course it turns on.,"{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F009.wav,Frustration
5184,No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,"{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F010.wav,Frustration
5185,"Okay no. Sir, this is the deal. My phone isn't working and I don't care what the problem is but it needs to work. That's why I'm paying you guys to fix it.","{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F011.wav,Frustration
5186,I don't know even how to use that stuff it's too complicated. I just want my flip phone to work----that's all I need,"{'Anger': 0.5, 'Frustration': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F012.wav,Frustration
5187,"Look, I am on the road all the time. Do you understand how important? I'm a woman, a single mother by herself working...what?","{'Anger': 0.5, 'Frustration': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F013.wav,Frustration
5188,"Brent Backersen, I am writing this down, Brent Backersen. Alright.","{'Frustration': 0.75, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F014.wav,Frustration
5189,"I, I, I don't want a contract. Okay. I don't want any contracts.","{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F015.wav,Frustration
5190,Really? No contract?,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F016.wav,Frustration
5195,"Alright. Well- I guess - I guess that's okay but,","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F021.wav,Neutral
5197,Okay.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F023.wav,Neutral
5198,Alright Thanks.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F024.wav,Neutral
5199,Hello?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M000.wav,Neutral
5200,I'm sorry ma'am. What's the nature of your problem? But first can I get you to tell me your first and last name?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M001.wav,Neutral
5201,I know I just need to verify every time. I'm sorry.,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M002.wav,Neutral
5202,Alright Ms. Brown what's the nature of your problem?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M003.wav,Neutral
5203,Oh. I'm sorry. Um- Did you drop it in water?,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M004.wav,Neutral
5204,"Um- well it's probably easy. Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M005.wav,Neutral
5205,Is the phone turned on?,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M006.wav,Neutral
5206,"Well, um- okay. Your sim card is in- didn't fall out-",{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M007.wav,Neutral
5207,Alright. Um- Well that could be the problem. cause--,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M008.wav,Neutral
5208,you might have an older phone where we would use sim cards but probably not.,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M009.wav,Neutral
5209,Okay. How about this we'll send you a brand new camera phone with palm pilot-- and-,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M010.wav,Neutral
5210,"So we'll send it- And we'll give you, how about a free year's service?","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M011.wav,Neutral
5211,Tell them my name. My name is Brent Backersen.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M012.wav,Neutral
5212,Okay. Tell them my - my ID number is two one three five.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M013.wav,Neutral
5213,"Tell them that. You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M014.wav,Neutral
5214,It will be free. No contract okay?,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M015.wav,Neutral
5215,"Go in there, yeah, go in there. Tell them Brent Backersen sent you.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M016.wav,Neutral
5216,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M017.wav,Neutral
5217,They might only have orange.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M018.wav,Neutral
5218,"Okay. They can figure out pink for you. So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing. Just for being a good customer","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M019.wav,Neutral
5219,and battling through with us.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M020.wav,Neutral
5220,Yes. You just tell them Brent Backersen sent you.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M021.wav,Neutral
5221,Alright? Great. Have a nice evening.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_M022.wav,Neutral
5222,What's he going to say? Maybe we ought to talk to him before he sees it.,"{'Sadness': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F000.wav,Neutral
5226,Did you talk to him?,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F004.wav,Sadness
5227,He cried hard?,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F005.wav,Sadness
5229,Starting to dream about him again. He's walking around at night again.,"{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F007.wav,Frustration
5230,"He's getting just like he did after he died, you know? What, what, what's the meaning of this?",{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F008.wav,Sadness
5235,How are you going to prove it? Can you prove it?,"{'Frustration': 0.5, 'Sadness': 0.25, 'Anger': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F013.wav,Frustration
5237,he still thinks he's alive still. I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F015.wav,Frustration
5238,No. It's his god damned newspapers is what it is. Now every month there's a new boy comes home and Larry's going to be the next one.,"{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F016.wav,Anger
5239,Why?,"{'Anger': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F017.wav,Anger
5242,"Well what do you want me to do? I mean, you're old enough to know your own mind.","{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F020.wav,Anger
5243,"Well, I mean, you got to make sure your dad's not going--","{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F021.wav,Neutral
5244,Well I'm just saying--,"{'Anger': 0.3333333333333333, 'Frustration': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F022.wav,Frustration
5247,From your father's point of view he is still alive and if you try and take her that's just not fair. You can't do that.,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F025.wav,Frustration
5248,"And-And-And if you go on from there if you know already to go on from there, then you can. But I'm telling you something that I don't know where to go. You got it? I mean, do you?","{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F026.wav,Frustration
5250,Did you ask Annie yet?,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F028.wav,Neutral
5252,"Look, you never had seen many, many women. You know? I mean...","{'Sadness': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F030.wav,Neutral
5253,Well I just don't see why it has to be Annie.,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F031.wav,Frustration
5255,No I don't want a diagram.,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F033.wav,Frustration
5256,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him? I don't know. Do you? I mean, I don't know.","{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F034.wav,Frustration
5260,You're just going to leave the business? You have a business here. You can't do that.,"{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F038.wav,Anger
5262,Tell me something. You can leave this business?,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F040.wav,Sadness
5264,Alright but you can't talk like that you hear?,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F042.wav,Frustration
5265,"I mean what the hell have we worked for then? I mean, it's all for you Chris. The whole shooting match is for you.","{'Sadness': 0.25, 'Anger': 0.5, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F043.wav,Anger
5266,Alright but you don't talk like that you hear? You don't.,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F044.wav,Frustration
5267,I don't understand you do I?,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F045.wav,Sadness
5268,Yeah. I can see that.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_F046.wav,Sadness
5269,He saw it.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M000.wav,Sadness
5270,He was out there when it happened.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M001.wav,Sadness
5271,About four in the morning. I heard a crack and I looked out and he was standing right there when it happened.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M002.wav,Sadness
5272,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M003.wav,Sadness
5273,No. I figured the best thing to do was leave him alone.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M004.wav,Sadness
5274,I could hear it right through the floor.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M005.wav,Sadness
5275,I guess he is.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M006.wav,Sadness
5276,"I don't know. But I know one thing mom, we made a terrible mistake with dad.","{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M007.wav,Sadness
5277,Being dishonest with him. That kind of thing always pays off and now it's paying off.,"{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M008.wav,Frustration
5278,You know that Larry's not coming back and I know that too. Why we both go on letting him think that we both believe with him.,"{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M009.wav,Anger
5279,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.","{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M010.wav,Frustration
5280,"Why shouldn't he walk around and dream at him at night. Walk around. Why shouldn't he walk around? Why shouldn't he dream of him, walk around at night waiting for him? Do we contradict him? Do we say flat out that we don't have anymore hope?","{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M011.wav,Anger
5281,That we haven't had any hope for years now?,"{'Anger': 0.5, 'Frustration': 0.25, 'Sadness': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M012.wav,Anger
5283,Larry's been gone for three years. For god sakes no one comes back after three years. It's insane.,"{'Anger': 0.3333333333333333, 'Frustration': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M014.wav,Frustration
5284,"Listen mom, just, sit down. I want to talk to you.","{'Frustration': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M015.wav,Frustration
5285,Alright. Alright. Alright just listen.,"{'Anger': 0.3333333333333333, 'Frustration': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M016.wav,Frustration
5286,"You know why I asked Annie here, right?","{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M017.wav,Neutral
5288,I want to ask her to marry me.,{'Neutral': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M019.wav,Neutral
5289,You know it's not just my business.,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M020.wav,Frustration
5290,Okay. So then it's alright. I'll go ahead with it.,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M021.wav,Neutral
5291,Oh see then it's just not my business. God you infuriate me sometimes. Isn't my business too if dad throws a fit? Huh? God you have such a talent for ignoring things.,"{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M022.wav,Anger
5292,She's not Larry's girl.,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M023.wav,Frustration
5293,I don't know why it is but every time I reach out for something I want I have to pull back,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M024.wav,Frustration
5295,"My whole entire, bloody life time and time again.","{'Frustration': 0.5, 'Sadness': 0.3333333333333333, 'Anger': 0.16666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M026.wav,Frustration
5296,Well to hell with that.,"{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M027.wav,Anger
5297,I wanted to get this settled first.,"{'Neutral': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M028.wav,Neutral
5298,Then I guess that's the end of it.,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M029.wav,Neutral
5299,But from her letters I think she's forgotten him. I'll find out.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M030.wav,Sadness
